"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"386c2a964cf654fd90e7beeb7b3910c8"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3877cab42cca5603716bd0ce5e58e3b7"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"3878f56399df3a2313f7d6b0624e2bf5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Oecophoridae"	""	""
"388c55c606d75abc30b52ce49b04d784"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3896e3f4b6631c44af5609fdd45e3fd6"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"38a47051a3db6d3de3071e3adfc41414"	"Animalia"	"Arthropoda"	""	""	""	""	""
"38b02478448dbacf63d60972af3a8dd2"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"38cfcc8a2e59865bd226f50d5fa9be96"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"38e7e50729f1a555d0d2fc2e729beee8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"38f25a1341a3698cccd2f4d696b0b43e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"38fd4abba8b8ee3bc6a8cf77fcd91135"	"Animalia"	"Arthropoda"	""	""	""	""	""
"390da4b836256e025cc233a41392d01a"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"3913e37a688c3bfb73fa54e0a1fe2e5e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"3958eb393167836fb73e46ebc039050a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3962dcf0b1c63e724e57c01bc820f905"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3978b7b5547b782ba9e302f9042de6d6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Schreckensteiniidae"	"Schreckensteinia"	""
"397ff390d62fcbeeeed8bfe3998a210d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3980e236178b9dfc4beaecbfaeef37db"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"39812fb7f226670124af27c3a9708ace"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"39b72e79d2e5ffcffb0c79a2e1806f38"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"39b765bfa8fa0db69e9b454bad2072ce"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"39b88aeb41ff43a71e0ff183bd787a40"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"39b9db01511b10de4efcc1f95d8a7ea1"	"Animalia"	""	""	""	""	""	""
"39bf8283fc4bbbf80cf0f2d0483a38f5"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"39d1e5e4345d4fedd113bf44bb374171"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"Platynota"	""
"39dd822b78c386ea3f88fda1313b8e94"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3a09b300061fe685efe68f2f738c5871"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3a0bf3291c43df079bf57667ac6d605b"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3a1e30851f6dd8395fe2a98d43803cce"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3a209d7c63041ebaac9cb8b564251c1f"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Thomisidae"	""	""
"3a283357532d25be3e0fa7a6e209705a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3a28d12d306aa86e36fa47a905fe3aa1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3a444fd3a9a8af4a8847973d0f9ee1a7"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3a50b50a034e8d7cd6413e3fb9316f55"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3a57974d6a59d14347ff98b39d723ef6"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3a831b422397f6420ae703b890aaaf9a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3a850994caad97a32adfe5c8fbc9ef8f"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"3a8cd307c66a7225f2de42360efd77cc"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Psyllidae"	""	""
"3a9e7ee3e49594782fe8b08b3f75507c"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3aaef507219fb479c1c60444df7f848e"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"3abb19b4969c3f3c79cbe23d2fa750f2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3ac07b07b88722faffb66646173e9956"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3accc412f0b5f87a930307fa1c0e20b7"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3ad15730bbe2c6f9372636b742d2fa0b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3b07625ad28d99bd0ff34067b32cd5f2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3b0c314917b1633e2769707ce15f84ed"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3b3469bec7dad6fe24ec18bed4b8c228"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3b5450c3b0cf5d5aaba3ec40217bf489"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3b620bebbac7f9565100c8591b093ebd"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3b6cade696a79618f885e67bfad6641d"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"3b8f311106741d07d89c8c5e4a23cede"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3ba54fea098153daa0e68a00868f25db"	"Animalia"	"Rotifera"	"Bdelloidea"	"Bdelloidea_order_incertae_sedis"	"Philodinidae"	""	""
"3bba95d1dcf81decc300a8e10ce77e8e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3bcf49dddfe581aa85223e2aac897505"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3bd5d2382fcb39fcad53425ab0b1409a"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3be3bfdae77a68d9c9a05e9e6d4372c4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3be5f550e2db982d97d5c207bac1044b"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3bfdb3fd267116a30baab13b45e6933d"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	"Hayhurstia"	"Hayhurstia atriplicis"
"3c0180a8c385aac8acce9a34417b709e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3c0b88ea7bc9e822e97da41d5a727e7c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3c13e68cdbfc3ecb148e6c6972508fdb"	"Animalia"	"Mollusca"	"Gastropoda"	"Pulmonata"	"Achatinellidae"	"Elasmias"	"Elasmias sp. BSH-2002"
"3c1a21a0a0f707dfdc196b538be92215"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3c1bb82e50ee2712a8b1ea8fb47b8d3e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3c1faeac9f743b4e96f05cdccdf4e714"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3c325d0c8c1572453be51ff159a76407"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	"Oreomystis"	"Oreomystis bairdi"
"3c5cabd19483a29c418538d7e1e56fdd"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3c64b17964d1c7f4fd908cd2a5c14349"	"Animalia"	"Rotifera"	"Bdelloidea"	"Adinetida"	"Adinetidae"	"Adineta"	"Adineta vaga"
"3c733054686d9a32dd118d4bc761f80a"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"3c74d64d077dcfc7996a7dbb9c620f24"	"Animalia"	""	""	""	""	""	""
"3c83c51fcadf1b856a2bd7e3ff27e447"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3c876514c792f8e5268e52ebaa241e1b"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3c90adce65711bcafe1306869c08798a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3ca6e6e0ddd684fb58040d736dafbcd4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Oecophoridae"	""	""
"3ca7a76141e6f7adabba0bf6d9251437"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"3cac82ba6afea0961da286efcb6c42c8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3caed0ceeacf73bf62b876d4ba606713"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3cb58fed914bfee4b06e4af25ee0f1e9"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3cdb1d9079bbe8ca245509196d3c70f7"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3ceefc4e59e57e77ae5b01d30aaec432"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3cfa5c1f33521cbaf3a645c0cc1231c4"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Araneidae"	"Neoscona"	"Neoscona crucifera"
"3d03a041072a5833929f147173d4de00"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3d0ebc99682b015200f128458b75bc40"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"3d192b9949be263d98334825e354dff1"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	""	""
"3d1ef6f3b7e0d4df03113acad7fdbccf"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3d203ef2d065a3b68123280938223c31"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3d4369f92e3073622a5e97e94f899202"	"Animalia"	"Arthropoda"	"Collembola"	"Symphypleona"	"Arrhopalitidae"	""	""
"3d46df2871a6e5e00488c3ec3c8d6613"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Tenebrionidae"	"Tenebrio"	"Tenebrio molitor"
"3d561c2edc0deb87b118a4ffce39e08a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3d68744d18493dd8d4595804cf2e869e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3d6ba7382313ec61f71c9b24b5f12cc1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3d82a91e5432777569194d45cba78cf3"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3d9c4b9273a50c7e5f3f4927cc968ab6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3d9eb09584dfed5f27616d0b5075fb55"	"Animalia"	""	""	""	""	""	""
"3dc4a12d94d7aad1cedb1150108fce1b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3dc7525a34d7e43b82f61d042a755081"	"Animalia"	""	""	""	""	""	""
"3dc8527b63d0e5490b57561494e53173"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3dcd36ff020ccf1f964e4d0fe313305a"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"3ddaf8cf98c111a648fe2d26e304677f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3dedb287c0ca524814580bdc1c0a58b2"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3df010db6d4e9e44b47fe3340ef4cdf4"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	"Theridion"	"Theridion grallator"
"3dffdfe8181f3cbbc7137060aa15c6e7"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3e2550a5d0abd08877e8c1e34e54a366"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3e305732cdd868fe8dfdc1d4e6bcdb8b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3e3b715c4db04320dda816c038da91af"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"3e4413af4acc09cbc4ace2d6c8c3be65"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"3e506f55b8576732e3a2ce2b259d1c3b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3e50873fbc42c2bd9c8abc6e6cec6e2e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3e5e8f3e1007c5032253a0800520cbc4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Smittia"	"Smittia sp. 8ES"
"3e720b9c66bbbb2cec9a9f68d9d71b76"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3e776e02c67a7f5fdac5fcc8da3af3ff"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3e8963e7df00bbf25ae242ab4cf6cf98"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3e8a83d9948e15f5f50f5c606e8348a4"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3e9cc17c684838a7bdda28991887e466"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3eaa14c2b649895f86d895032ace1421"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3eb654d219d2e192d9f0a78137a6a1fe"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3ebdce3105af0481dc4c1feb8183769a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3ec6bba4e10f925833b29e8e1ec3df67"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3ecc549322968ef0b3f3720296fe34b9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"3eddab3b3a8457487a279ade1986176d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3f012e261b44cb6d748640b5b85dd512"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3f4c9b06d5d441e2cbcc7fe6f1b18ece"	"Animalia"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	"Banza"	"Banza kauaiensis"
"3f4ed6ff70dd857f0d0751b953b274a4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"Epiphyas"	""
"3f5494b1a25f7a8f023a03bd0fe130fd"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"3f5a1fd9505715742e6abcdf27a5437f"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"3f795c5bc3b48880495b7d2b4e74ed2d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3fd17d0154e8809cc43913a86ff950d7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"3fd64ea00fcedaec9caa8857a515ae0b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"401c5fe76f338a570eafc878fe5e6053"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"402bf195b63e60419e629896c103f4b2"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"404861bf7e35a67f64380b87d6d938f0"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"405551cc950fb4380e5a064e1dad8f9e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4055ac0da65294cdf34dbbc2316a0d8e"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"405a1cacdaa22d6dc3820cc5d437a61b"	"Animalia"	"Nematoda"	""	""	""	""	""
"405d599a704e076730a7606452c5826a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"40704b81c189d968bcaf722fcdd7aa15"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"4086f04a7d14a5a3b7284dfaf204e179"	"Animalia"	"Arthropoda"	""	""	""	""	""
"40bbbb8614cca81044303819b737146b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"40c47e87dbf35746a2e54cb7226f454d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"40e1f6a9342c9349c69825f396d03be9"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"40e5861f1e3184f87797fb45481cdbbb"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"40e72cdd05aac86efa78c0d3758cbe4a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"4111ae45592ed5210f9efe7b082b3b72"	"Animalia"	"Mollusca"	"Gastropoda"	"Pulmonata"	"Achatinellidae"	"Elasmias"	"Elasmias sp. BSH-2002"
"4114f7e49a0eb8efaa816229c9453125"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4117760e735372fb05bc3834e24f2307"	"Animalia"	"Arthropoda"	""	""	""	""	""
"411f051bf370bc416cc733074536949c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4122392656ef799249f1c9b2fdb4cdff"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"41338841bd7daea58c0a91a44ff3b17f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4142a0774a3f17badcc29cc8b3a162ce"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"41507174a85b6dff36bde580fd51e386"	"Animalia"	"Arthropoda"	""	""	""	""	""
"41662a408102c3a8fd38f37a512ddb5f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"41769582b9b9390bd2514601fa01316b"	"Animalia"	""	""	""	""	""	""
"417d4710100a517c9763e95b7b2469d9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"41bb59cb79a1c3c245290b2a219cba05"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"41bc8992947f189209d49e743526e49f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"41c24a393e36f3ac117f650f9996d8df"	"Animalia"	"Arthropoda"	""	""	""	""	""
"41c82e6040564c661ecd77589a651e08"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"41cc04e669cd04a33ee453e712fc0105"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Carabidae"	""	""
"41d7c744d1eaafb2ffccd16fddb9a872"	"Animalia"	"Arthropoda"	""	""	""	""	""
"41e0474149dd4add2bf2eee838807fcf"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"41e7b87e9e7908194ed7d1619b151f1b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"Amorbia"	"Amorbia synneurana"
"422922b2cdb809b17ee4b157d6f18970"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4248c03a5e3c42edafc5dc015fcef4c3"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4259d6d861a1847b3ca5b45c82988028"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"42779c4e1b8a20ead322d5b71dae867a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"428a3306de4be44fcd8c0463bacf9faf"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"428b81b55a1b00e06a09938e377fc8f6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"428fd09631506a901ab4b763dc38b468"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"42a6fd7c701b9c78d1036896dfc01fc3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"42ac52061937068002b7f0ca884c1ddf"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"42aeab4c6f41592dce0cd0d110e7d66f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"42afd35a750ab1b9885f7edf653f4751"	"Animalia"	"Arthropoda"	""	""	""	""	""
"42c88ddded40551fdc4c4cf1e4ce1226"	"Animalia"	"Arthropoda"	""	""	""	""	""
"42ddd8297e50411fbbf986d45d8e9993"	"Animalia"	"Arthropoda"	""	""	""	""	""
"42f77c48fda466c10a8902499b97081e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"42faf4cb2fe4623a9a78d47aba031822"	"Animalia"	"Arthropoda"	""	""	""	""	""
"43191a1a53d743bf4a0c3176b60ab01e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Schreckensteiniidae"	"Schreckensteinia"	""
"43231697a7c601d4ba457d3954f0d5a9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4331dbc42c1ee7459c3d8753d4321c8f"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"434b186138db1a5fe17dc05c9f47ad48"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"437f1e34a3858fd32becc5243961031e"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"437f3d7f84e9f5dbe715ab3543deebe8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"437feef3292e5bcc0976a6795cbeafe9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4390e9d8d5ca9e81b8d564809466beda"	"Animalia"	"Rotifera"	"Bdelloidea"	"Bdelloidea_order_incertae_sedis"	"Philodinidae"	"Macrotrachela"	"Macrotrachela quadricornifera"
"439df23af83d37e9fdffeb4c62f31456"	"Animalia"	"Arthropoda"	""	""	""	""	""
"43a9d282df75b8543c714acc837820a3"	"Animalia"	"Arthropoda"	""	""	""	""	""
"43bd7da47b68efd92a0891f54a94fdf1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"43be45be0f782c52f596fc84251b626a"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"43c446c5fd514971150b6c5c2d2658d1"	"Animalia"	""	""	""	""	""	""
"43e874cbdd8b871e8cda7e133d231ce2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"43f0b929b33ee68a233f62d8c7cdeea8"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"43f90688341631f711796673d8145297"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"43fb78f0231cb2b40b71b17ae88747b0"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	""	""	""
"4403986a7d221fa820c2617adfafee8e"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"4408c9f357556d864681438b656e3674"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"44281df19a8359389bd97c625318030b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"443bed6907ac85c708e7e1684c71058c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Braconidae"	"Aphidius"	"Aphidius colemani"
"444189895322b22531e89e7d54d54c74"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"44483f478229f163c7fbbef72e78819b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"4449d854f74f4e03a3fe5e9766343181"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"444f4951e318031e623c22ac9648921b"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"4456a288f6bc3640dd7abd89e20f3fde"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Thomisidae"	""	""
"445a0439243d27d1c481bb072135d488"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4465c50e36a408c7d4f942b2993a7c5f"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"446b7bc43fa2f3e30de62d07c642c5de"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"4493d7d3f865c0f15ccaa62ca196db55"	"Animalia"	"Arthropoda"	""	""	""	""	""
"44b56483d44fd8077546633e31e2c161"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"44b79769145876153e0dfb9944d8c964"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"44c96df7e2a28c10911c5e6c9abe8567"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"44cbf811070f01db6d9c600facc64edb"	"Animalia"	"Arthropoda"	"Arachnida"	"Ixodida"	"Ixodidae"	"Amblyomma"	"Amblyomma rotundatum"
"44cc2585aee97d1d2b08ceb353af4770"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"44e9aaf0bd26c5f0af78320e82d58f6d"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"4513a10eb5f47498e87edc7064ea0616"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4515f2eeeeb7281af4f55ebac0075e44"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"452179aaa896c75a44866d27ac17f21d"	"Animalia"	""	""	""	""	""	""
"452e6c9c31377c6c266667569e3a8155"	"Animalia"	"Arthropoda"	"Arachnida"	"Trombidiformes"	""	""	""
"453bee38a3782d3abe4fee57d906b0bd"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"453cf9b3350504ef8a625ea1449f9acc"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4541354551fd35f811d63b5d8428baae"	"Animalia"	"Arthropoda"	""	""	""	""	""
"454293436c642b6c22b96d8545aa5dff"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"454477ce902a73170c073aa495f6b098"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"455068560d442bbaf258bb94f8470dac"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"45755589b14de99683482b5ba2161745"	"Animalia"	"Arthropoda"	""	""	""	""	""
"4579f2d59574b4bc7ef1a6de860acc25"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"458b3c32cca03b73310455589eb3a6ed"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"459264272ccae827984d7b0665b55a02"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Gonatopus"	""
"4598bde2873ab3c8a727015d159eae0b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"459a643845595ba4dcd0736ffc0db041"	"Animalia"	"Arthropoda"	""	""	""	""	""
"45bc369c418b95fd133892f1af6b25e0"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"45bca4f5ec47c455f986931299c2dba1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"45c34a171a572ef0e0cd021114611609"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"45cca289cd8486cc8706423bc0e3e0d6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"45d000b5456784d615693b3471c6e4e9"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
