Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
1f65a9d3159a69b725d6c409cb938069	k__Animalia	p__Arthropoda					
1f6732a726ddf1ae4190915fa89acd9f	k__Animalia	p__Arthropoda					
1f74af67c5c3181e1b563081af864147	k__Animalia	p__Arthropoda					
1f7c9536fc56bb93c72395661b2db45d	k__Animalia	p__Arthropoda					
1f9eb236cc0b4469f9e265fa722d029a	k__Animalia	p__Arthropoda	c__Insecta	o__Neuroptera	f__Ambiguous_taxa	g__Ambiguous_taxa	s__Ambiguous_taxa
1f9f4c11e95344d62d716e21a3b2a2dd	k__Animalia	p__Arthropoda	c__Insecta				
1fa3eee583cce687d9990c4a8e56ac34	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
1fac3be8b9d5e9a782ec470ee76af5a4	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
1fb9d3fd9b60e4a7324f015a6d1d38c6	k__Animalia	p__Mollusca	c__Gastropoda				
1fc6ee48b3d4148f616c3b88af9348ca	k__Animalia	p__Mollusca	c__Gastropoda	o__Pulmonata	f__Achatinellidae	g__Tornatellides	s__Tornatellides sp. BSH-2002
1fcb74b3a0fc5c5bb7c61ca97b0bf51d	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Psyllidae	g__	s__
1fe9cb31ad154cdfb5e0b8dd598ef25b	k__Animalia	p__Arthropoda	c__Insecta				
1fea90236dccbf86fb506b639f74374e	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera	f__Chironomidae	g__Eukiefferiella	s__Ambiguous_taxa
1ff08ec1382f0d07df7a673c2c80e003	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
1ff0bf49751b69f53a95dcec3cbecc08	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
1ff4609410511fc86e5b10bf9daf083b	k__Animalia	p__Arthropoda					
1fff42d582017914358d5afbfdef24d8	k__Animalia	p__Arthropoda					
200c225922ee738c6edaedd4a6afeef0	k__Animalia	p__Arthropoda					
2016d3d5a7ba7e2677f542d403176250	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
201c290e491505fd9faa8f68248117fd	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
20278ce56ac82ae537c3563909743e3b	k__Animalia	p__Arthropoda					
202e8ab50afc9c85169edc2d45609828	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
20306fb5327fc48f008185eb197b3f86	k__Animalia	p__Arthropoda	c__Insecta				
2040d0ce4cea4cc08c781b9031c6f31d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2041b5d13cfa896b9c79e9679ad91a4c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2046fdc83d4c66798acf2617198b40a8	k__Animalia	p__Arthropoda					
2061e42c61195d2d36c127f63d9cd309	k__Animalia	p__Arthropoda					
206493ac3b7bf68fc846a32e4f69e40f	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
206f054fa19ac1ec49e10f599a15808a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
207823b25fd74eca187537d32707b483	k__Animalia	p__Arthropoda					
207c94df751d6f3f3d90db77bc4e42c0	k__Animalia	p__Arthropoda	c__Arachnida	o__	f__	g__	s__
20c0f6a64941282a3ab5927ec310bedb	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
20c2a2f27460cbf842ae95036ae28e3a	k__Animalia						
20d65ec76c95f06c49344e731a9549f1	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
20d982698f428bbbb6f56d5c8b500eca	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
20eb1b03c1f45de1e24ca89059c7229f	k__Animalia						
20eff9b74f66d6a5bf585ed5bfe39405	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
210b9b4b39efe0d576696787cfd81277	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Psyllidae	g__	s__
213669f29f5cfb26fb47eda3ca49f4b8	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2138902090ce129a7170da9cc9892499	k__Animalia	p__Arthropoda					
213a045b570a7e7c223a19e584287b16	k__Animalia	p__Arthropoda	c__Insecta				
213f29cb42004f44751a32abb38dc05d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2142385d4107539074f8314d90f9c07e	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Tineidae	g__Opogona	s__Opogona omoscopa
2144d2fdad00399f13b2a6771c72f2ac	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
214991fd734d910b68f40207f8f3f2f3	k__Animalia	p__Arthropoda	c__Insecta				
2153b164408282f4b605176c6e53d2f6	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
215afe8f7de2f3adbe1b545bd1ebc6c0	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Platnickina	s__Platnickina mneon
2161c4c5c4fd33dd6e372441dc85ef45	k__Animalia	p__Arthropoda					
2169ee3fb0e5eaa94d2f4d7b02d33170	k__Animalia	p__Arthropoda	c__Insecta				
218300dd79d22da31c34283d42ca05b7	k__Animalia	p__Arthropoda					
2188db3ef4bcd52575dcd5537037e9d6	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2189966be3c257d539389d2b64c4a10c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
21990a1915fae5871dae3e00825125aa	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera			
21a7ce2fe7f371ef8bc296f54b8734b8	k__Animalia	p__Arthropoda					
21acc426dfe03f73cad1c029afa8dd1a	k__Animalia	p__Arthropoda					
21bda70f7a40f01b8e4c519f4b3ead55	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
21bf22121fef2f4ed742276cb8032c6a	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Philodromidae	g__	s__
21c1b656a12edeff9b520c53b678a88f	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Oecophoridae	g__Plectobela	s__Plectobela ecliptica
21f0c0205ffdd111a20103b4a5199be3	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
21fff57de13992bc1c882eed61b6d9c9	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
22003ed52806b150ff8c263471931c97	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera	f__Mydidae	g__Apiophora	s__Apiophora quadricinctata
220ee4ca856b3de02ab2cfdf0749ac13	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
221cc8f13baeabd96ad79abaf09be879	k__Animalia	p__Arthropoda					
2220295eaa3f53fddda68c5c8bd9d0a3	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera			
222baecf43f80c4a1b77a9e78ad9de17	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
222bdf63bc0e3f193cff46302b4302c5	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
222daa7d81f1e203df206983c5acf576	k__Animalia	p__Arthropoda	c__Arachnida	o__	f__	g__	s__
222f248b50acb4ae8a7ed8e1cb3e721f	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
223947245660e5ddb913e029f3dd84cf	k__Animalia	p__Rotifera	c__Bdelloidea				
22446a3853835239116e7fc2f23f2aa0	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2265c0fede8dbff749710bf4b21b5ea6	k__Animalia	p__Arthropoda					
226d4e573c3fb135e4ea448d6c6a172d	k__Animalia	p__Arthropoda					
227592045e18523fd9a736eaa18bd3f5	k__Animalia	p__Arthropoda	c__Insecta				
2275fa0e0fb849dc7e377fa7beaaff6a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
22852231d222f74cf742a64522c66d4e	k__Animalia	p__Arthropoda					
228a85d17adfa62901fe61baebe3cd3e	k__Animalia	p__Arthropoda	c__Insecta				
22a09e067792c679758580305b7b0d1c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
22a8515ea0d35ac7e5522db281d85c18	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Psyllidae	g__	s__
22af154db3b6f3bc5aa5aa64549cac49	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Lycaenidae	g__Lampides	s__Lampides boeticus
22b2f4066cfc6f38990076c0a3617955	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera	f__Dryinidae		
22c488b3e3b4a17cb578d51921b2806a	k__Animalia	p__Arthropoda	c__Insecta				
22cb86a0f705780f0c61e5e55a57850c	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae	g__	s__
22d479b9e48cc9af44e6915aae496760	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
22f01663967d3768754b8d9c1a020604	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
22f4d204c5a432b57997342085b56f39	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Thomisidae	g__	s__
230e439678d901ec79bbf1694ad7d857	k__Animalia	p__Arthropoda	c__Insecta				
231479988387c963543e0ab2325374a8	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
23590af6f6e01ab1d2616449ac9159b5	k__Animalia						
235bbe3b4adb0ed11a1f924366cd6155	k__Animalia	p__Arthropoda					
235e89f7d8c3bc4e74b80cf5f3d2f41b	k__Animalia	p__Arthropoda					
2368a28adc00ceb253b0f756048a0360	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
237c91d2d44526631f89c41ef794ce7e	k__Animalia	p__Arthropoda					
2387e4373761bae0ef304ad265ba216a	k__Animalia	p__Arthropoda					
2394d2271053e48fc151ee4a6539a393	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera	f__Drosophilidae		
239fb73aa480f4f2646718e94d6f747a	k__Animalia	p__Mollusca	c__Gastropoda	o__Pulmonata	f__Achatinellidae	g__Tornatellides	s__Tornatellides sp. BSH-2002
23a2e8feec9ac1fe3699d182563885a9	k__Animalia	p__Arthropoda					
23b4d0bf7fe1a9552ee2c04b82af3b01	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
23b89d685909a50ca6cb1ea4e28dde78	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
23ba7c458dbe250f5fd2a9b0bf8ebf01	k__Animalia	p__Arthropoda	c__Insecta	o__Psocodea			
23d0211568cf72eb4b983675a055e38d	k__Animalia	p__Arthropoda					
23d4dfbcae05b8262b1abab1d77fa3c2	k__Animalia	p__Arthropoda					
23dabc18a32986a98dea2b80148eb3cf	k__Animalia	p__Arthropoda					
23f3ddbc83d44e811a408392335afa56	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
23fd711b2d370f091769fd5591759c1d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
23fe6381f3915d5a0f789e56b20a5f8a	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2401621b87a66f91c248af215b2862dc	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
24101c2543e42d138ed931055cddf119	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
24208539feae07cdeb113693e2cbd9be	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
24296827b77b979314952341e71a603f	k__Animalia	p__Arthropoda					
243d02da9540c4453dd76de1f299c9ef	k__Animalia						
244295bb6b301ff61287ba2fe5f974c1	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
244de9ebf2b40ba1cd7958079e3397c5	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Crambidae	g__Eudonia	s__Eudonia venosa
2451f154b240e0fe28202b0a6605e92d	k__Animalia	p__Arthropoda	c__Insecta				
24541c5cc54fea7957875e2e7bb50156	k__Animalia	p__Arthropoda					
245aae3d5e46166bc92804fe3cd666d7	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
245d89b5f343338516cb994a9a6c6800	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
249d7ebdaa34a6776df6d9da31525532	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
24b1cea5d375311621db20bdc85c80c5	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
24d5033a44eabb47ea70df577556379b	k__Animalia	p__Arthropoda					
24db2b86bcc9090ed811e82a6e4c85c7	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
24e00e801b607fcef8e0278deab55bca	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
24e623d96525e9269db2a2144eac6315	k__Animalia	p__Arthropoda					
24eb11efaba4582e85bcb02623854a0e	k__Animalia	p__Arthropoda					
24f3566b31ba7e7935e02eabba8966e5	k__Animalia	p__Arthropoda					
24f6da009a7dea7f587eb69d6a3a61ba	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Essigella	s__Essigella californica
24fa19b19dd30ee6cc40ffe6ecf0f2c9	k__Animalia	p__Arthropoda					
250095ac3fc8cbed4637b31afe93a79d	k__Animalia	p__Arthropoda					
251ac28ea39b2e0a620cc864644dc528	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
251ef3e7d98883900ed7b3b0bc9d2f54	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae	g__	s__
252d2544f239cc4d8eb54c97f25afe5b	k__Animalia	p__Rotifera	c__Bdelloidea	o__Adinetida	f__Adinetidae	g__Adineta	s__Adineta vaga
253550812b2f2e8798c3c415815db3a5	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
253b3f9d39e16c2134e1ab4d778b44fb	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
253f15d247b48f9941bf2c77d13badd2	k__Animalia	p__Rotifera	c__Bdelloidea	o__Adinetida	f__Adinetidae	g__Adineta	s__Adineta vaga
2541882ab961d53c2ae8619ac43e9428	k__Animalia	p__Arthropoda					
254f2f88546a8a6739a97f1a8929357a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Crambidae	g__Bacotoma	
2576a2a76f9568c3c105e904e6bb4729	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2583011aa8661e5db333d79db3d2a381	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2584b61e3b4011084d692dca5e2ac474	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
259c26d861788ce288fd5292fe6351c3	k__Animalia	p__Arthropoda					
25a9332cd77d43cd6bebeda5fa78a061	k__Animalia	p__Arthropoda					
25aa9bffe9278eb52a84d2ba2d7e7f24	k__Animalia	p__Arthropoda	c__Insecta				
25b9b49a34dc16e99919b4833a65d3f2	k__Animalia	p__Arthropoda					
25b9d60c105d480baf73adc75ec288ca	k__Animalia	p__Arthropoda	c__Insecta				
25c4280cf0e68a9b40f15431d62de2bf	k__Animalia	p__Arthropoda	c__Insecta	o__Psocodea	f__	g__	s__
25c507f4b1ddf05d401eadfa66e71b6a	k__Animalia	p__Arthropoda					
25e5762efe087bbe52393e3941a9a2a7	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
25e6f758b71c8ae248e50df7e40024c8	k__Animalia	p__Arthropoda					
25fee81f581c27b429bf63c7de80cbea	k__Animalia	p__Arthropoda					
261a36b5d7c22347b092784c59bed131	k__Animalia						
261ad6cf38f3455d30a1de2e5b2355cb	k__Animalia	p__Arthropoda					
2633d5ad03c2ebb12aee8fccc9b9e43e	k__Animalia	p__Arthropoda	c__Arachnida	o__Sarcoptiformes	f__	g__	s__
26385eeffa64d4b4dff99b0d1b6e5ad2	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
26429ead7292bff7ed9cdde5826a4da9	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
26740ebb5132d1788d9da9fd3ba22757	k__Animalia	p__Arthropoda					
2689f2e34a4e5285c61c169ad207794e	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera	f__Ichneumonidae	g__Pristomerus	
26971bebd9b1f03851e45548aedf0ef2	k__Animalia	p__Arthropoda					
269d1eeaebc17e06eaadf39d65578f7d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
26b44411cb0b96d235ebec4f540f227a	k__Animalia	p__Arthropoda					
26d00a20346edd30671ecc4a0b9186aa	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
26fc8357c2e8ac912be894a443cb559d	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Rhopalidae	g__Boisea	s__Boisea rubrolineata
272eec1c843f3388d66fd1ba0c2712c2	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
27515b6908f3a5e3ec79989e4366bae1	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
275478c7bb52b5b38486c303ccdd69cf	k__Animalia	p__Arthropoda					
2774dc76b3000f80ef95832ac46d7fae	k__Animalia	p__Arthropoda					
2779a3a39975376aa243dff3d3a1aa1c	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
277b0bace7aa17736ef8b74b674f72d8	k__Animalia	p__Arthropoda	c__Insecta				
278e905a87cd90f88ca21007ef0fdc88	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
27931edfdeef40695d337f69ee790331	k__Animalia	p__Arthropoda					
279869ea9ee63d4db5c5a9a0a83e4b57	k__Animalia	p__Arthropoda					
27a63e20b7975d8d43c605b34ef8aa76	k__Animalia	p__Arthropoda					
27af2c80ff11a1d9a969e93919e6b784	k__Animalia	p__Arthropoda	c__Arachnida	o__Ixodida	f__Ixodidae	g__Amblyomma	s__Amblyomma rotundatum
27b58166a8b197c82bee74ce85ee7147	k__Animalia	p__Arthropoda					
27b8fc5cf5bf7602be8313dfa93f3b00	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Platnickina	s__Platnickina mneon
27c7265eb13a7de74f7267ab0c5a2f83	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2813c34037aa5891f525cc1508076ccf	k__Animalia	p__Arthropoda	c__Arachnida	o__Trombidiformes	f__Tarsonemidae	g__	s__
281858bfe4949cadd642a6fdf7d26691	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Tingidae	g__Pseudacysta	s__Pseudacysta perseae
283238b11f88ccca194a1fc93e824126	k__Animalia	p__Arthropoda					
2839b70d76cb71688f26f76d9e1fbd7e	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
287901d479be97483a1a30bcd8769562	k__Animalia	p__Arthropoda					
288bb21251e97b65f46e4538e50d117b	k__Animalia	p__Arthropoda					
2898ff0fd125359fb5c5187876c38041	k__Animalia	p__Arthropoda					
28b0bc269400beddca3484e9c202dc9d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
28b2a142672d5819b259a8641f4b0a70	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
28b33376e19d70123c86e8d96edaf82d	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae		
28c56a241f6ab74ab1c15fc8e7af9fd8	k__Animalia	p__Arthropoda					
28e90b288a8db50698f6b4c5c5731f21	k__Animalia	p__Arthropoda					
28eeccbe5c0f84f517a16b2d38eb05d3	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
28f6fce7200ccd5b2936113701976ec3	k__Animalia	p__Chordata	c__Aves	o__Passeriformes	f__Fringillidae	g__Oreomystis	s__Oreomystis bairdi
28fa5f0a6f9d7c1bb29e958d4bc19a36	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera	f__Dryinidae		
290deaf8188b849196791297684ef519	k__Animalia	p__Mollusca	c__Gastropoda	o__Pulmonata	f__Achatinellidae	g__Elasmias	s__Elasmias sp. BSH-2002
291331d4c80102e7dd8ddc008aa68298	k__Animalia	p__Arthropoda	c__Arachnida	o__	f__	g__	s__
293529ca876ba3d81847624b387210b3	k__Animalia	p__Arthropoda					
29705657fa93bbf35af7f97c7d16ffd6	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
29883c51fd870e7d5a09c72ce82bc436	k__Animalia	p__Arthropoda					
2990306ef43fd7964473be066fbc1c7e	k__Animalia	p__Arthropoda					
2998919f0290ed349616dab8279a7871	k__Animalia	p__Arthropoda					
299a343d4595aa92af33d0884e158936	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
29a0584b3646e726ebdc8d34c9043d40	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Miridae	g__	s__
29aea04adae51abdf9e34945010e533e	k__Animalia	p__Arthropoda	c__Insecta				
29af3389fc55adfc783ea91ab7a38c4f	k__Animalia	p__Arthropoda	c__Insecta				
29be3b50f65d8a32d8fbbafe8fcfe887	k__Animalia	p__Arthropoda					
29c8385faa7ce211de4a8d77e14a4923	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
29dfab431a0d85b96fdec97d875edbb5	k__Animalia	p__Arthropoda					
29f8b437d66b878ccc8c085a572eac99	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
29fbefb97ad6624d032d1d86fe36a91e	k__Animalia	p__Arthropoda					
2a026ac016c094f5ae06c42e12010be2	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2a068a44195f64709bec8c2b159e211d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2a167d63bb5f2671ed4149ff4d0375c8	k__Animalia						
2a20a722505044428e89bd71c0401f4c	k__Animalia	p__Arthropoda					
2a21b4a8bc1ad01b7aa6b67aaf04e881	k__Animalia	p__Arthropoda	c__Insecta				
2a2a618896e93c1f60a3390cfe163360	k__Animalia						
2a2fc29667a77639493f072fda2a8a83	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Hayhurstia	s__Hayhurstia atriplicis
2a30e9165f661c8e87bec2d9e459e83b	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2a331563a3f405c75eed0f22135bec90	k__Animalia	p__Chordata	c__Aves	o__Passeriformes	f__Fringillidae	g__Oreomystis	s__Oreomystis bairdi
2a3824b86be922dbc654804e7201020f	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Illinoia	
2a5dc9174e0ebac6a65a9115e8ab4d12	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Macrosiphum	
2a669fd3a4c5fc57c1a40ee507f1711d	k__Animalia	p__Arthropoda					
2a6a1e168b78bd4735c8ead202e47173	k__Animalia	p__Arthropoda	c__Insecta				
2a74b451154520eed1ebc760dd317ff6	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
2a78e84f36e1272394a769ca42af37f7	k__Animalia	p__Arthropoda					
2a8046192beb4fac5eda64b8fb210db6	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera			
2a8893fa2d6aec073862da35b730ad36	k__Animalia	p__Arthropoda					
2a9800383effd1312d73b19144190ac6	k__Animalia	p__Arthropoda	c__Insecta				
2a9b9bbdee22d84569282b0a4ebd4290	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Ambiguous_taxa	g__Ambiguous_taxa	s__Ambiguous_taxa
2aaffd4c52f49f5335941a97fc5de961	k__Animalia	p__Arthropoda	c__Insecta				
2ad304dd81a5f8be49313f31995610d0	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae	g__	s__
2aeaf1cd222a9e2376b8bb0b6307cd81	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2aec391de3961b51580f1be5bcb2199d	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
2af1d9b74ff2d7c39ff72c77664299a3	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
2af2c4100d058fe1238b05bafe8fb7b6	k__Animalia	p__Arthropoda					
2afc8a36036aaf9f4ed07b73e7976bec	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b0fd92015604382b6b5c608ec6a0709	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Hayhurstia	s__Hayhurstia atriplicis
2b11c2ff78ad05ac9d8dbb945b74c49d	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Ambiguous_taxa	g__Ambiguous_taxa	s__Ambiguous_taxa
2b12ec8f75bafe333b043119cda8dae3	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b2fcaf95e6523869251d4bb83ba5055	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b31e6b8fe0a960fcf85e4e1f40480ab	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b359842e73edf64f46469fed85c1bfb	k__Animalia						
2b40769a63c85b572c94fd60e4c95464	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
2b57c07277f33095b02a3dc8cc21653a	k__Animalia	p__Arthropoda					
2b5a3a2c828008f2a6f2118384387ed9	k__Animalia	p__Arthropoda	c__Arachnida	o__Mesostigmata			
2b5e242da2d019e1451073492d0a5722	k__Animalia	p__Arthropoda					
2b609bc397af86ccf033ed294b81bc5d	k__Animalia	p__Arthropoda	c__Insecta				
2b68d7a33fa8de31c08366b827f8516d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b6f9eeb0d2c4d3934c3075b8864479a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b8e3c747666365ab6178d54e132a7fe	k__Animalia	p__Arthropoda	c__Insecta				
2b8f4fcf39c102a82ab28ac1f3b15f24	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2b8f9867b7a6bda21dae5eaca0ae4f79	k__Animalia	p__Arthropoda	c__Arachnida	o__Sarcoptiformes	f__	g__	s__
2b98dbe418f4d96861a57c40d2e8ac21	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
2b9f2bfeeb43dbcd5c56532825945b0e	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Philodromidae	g__	s__
2baa637b17593ceb36b38c59830e6802	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2bac301709e486032bfdc713a4369152	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2badaceb26e93dd2bac147775c40a23e	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Tineidae	g__Opogona	s__Opogona omoscopa
2bb168822f11f8a1cf256cd85e90bdb4	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
2befd0641b021d499c8878229ad09251	k__Animalia	p__Arthropoda					
2bf60ddb7a7b6dc8897c6fff18f2dfc0	k__Animalia	p__Arthropoda	c__Arachnida	o__Trombidiformes	f__Tarsonemidae	g__	s__
2bf8d893687476a245c6365c1ad43557	k__Animalia	p__Arthropoda					
2c1ca754a594d6d7d25fe1bfc69cc605	k__Animalia	p__Arthropoda	c__Insecta				
2c270c3c8c231fd4ff739aa0debde157	k__Animalia	p__Arthropoda					
2c2d475a6547429813fce36b0b342bd0	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera	f__Calliphoridae	g__Pollenia	s__Pollenia rudis
2c360839f499d6b025cea14f0db07b4b	k__Animalia	p__Arthropoda	c__Arachnida	o__Ixodida	f__Ixodidae	g__Amblyomma	s__Amblyomma rotundatum
2c4636cab8f4320e0899359bcca47a93	k__Animalia	p__Arthropoda					
2c4f7015ba826a0e1ef59d6b2177e46a	k__Animalia	p__Arthropoda	c__Insecta				
